Site,LocalSpin
1,-1.1860235016314391e-12
2,3.812020143989514e-13
3,5.845213310769204e-12
4,8.934879745792212e-12
5,5.579032021248414e-12
6,5.371276900586106e-12
7,2.050081361800215e-12
8,1.9296660996252334e-12
9,-7.880078534139301e-12
10,-1.4944642745540193e-12
11,5.294382987575119e-12
12,4.169611108207488e-12
13,8.290208797223642e-13
14,2.168440153288854e-12
15,-4.661240469126804e-13
16,-3.70352403258889e-12
17,7.531768672131201e-12
18,4.27858096174738e-12
19,-3.77935781715412e-12
20,5.267089087989313e-12
21,2.5061515362967413e-12
22,1.6179417120030636e-12
23,1.1452259496627648e-12
24,-5.858236762511693e-12
25,-7.071855037329988e-12
26,-2.8039870772489373e-12
27,-5.02085661891937e-12
28,-4.308314701496159e-12
29,-2.606156563164758e-12
30,-6.446846637260528e-13
31,-1.9670896855839004e-12
32,-4.5302741592812e-12
33,-5.551573674734993e-12
34,-2.4745940973430747e-12
35,-1.5783450935114018e-12
36,-1.9740147017e-12
