Site,LocalDensity
1,0.47181788059153934
2,0.4286240219740563
3,0.1779657825083165
4,0.04847133692328314
5,0.17796473041054464
6,0.42862230368524695
7,0.14586271215398272
8,0.14586186394490303
9,0.5379286376152417
10,0.4799458321968651
11,0.4367252682031068
12,0.4367229111531464
13,0.4799451058349566
14,0.17609568829122374
15,0.17609499019265037
16,0.5379261137962577
17,0.5137551183680942
18,0.5137544099719775
19,0.5137545951947436
20,0.51376121504188
21,0.22383030279973426
22,0.2238331901845013
23,0.471816892644517
24,0.4367242650860485
25,0.47994451279225775
26,0.4799495647499056
27,0.4367280583945258
28,0.1760964730036498
29,0.17609865348256679
30,0.048471782920873174
31,0.17796624909595204
32,0.4286224638508542
33,0.428623633081426
34,0.1779666917721615
35,0.14586322971940419
36,0.14586351836957837
