Site,LocalSpin
1,-0.02398351045141839
2,0.05916708921454922
3,0.033337090245569384
4,0.0031259692874052824
5,0.03333717723941752
6,0.059167782364051395
7,0.031862588901081776
8,0.03186268068222032
9,-0.010672071449789395
10,0.024383549608560227
11,0.049757428983890004
12,0.04975777194426827
13,0.024383003384589767
14,0.022311091799147715
15,0.02231078869115552
16,-0.010672589045271078
17,0.0319818935370733
18,0.0319803266529072
19,0.0319813481176759
20,0.031980500048491005
21,0.025933464780368412
22,0.02593372873362247
23,-0.023982812568515643
24,0.04975667503932581
25,0.0243827134423445
26,0.024381483731392057
27,0.04975609505118118
28,0.022310489083788684
29,0.02231033555053438
30,0.003125899529302725
31,0.03333686574610164
32,0.05916675672371356
33,0.05916648030884479
34,0.033336952640755785
35,0.031862476471850594
36,0.031862485979813185
