Site,LocalSpin
1,1.5386580898280044e-12
2,-3.766428141593892e-12
3,-2.428439909015964e-12
4,-5.871813452129615e-13
5,-2.1238713370473616e-12
6,-3.235439067133866e-12
7,-1.8860963644277583e-12
8,-1.6880342609826293e-12
9,-6.688052889280982e-13
10,7.104936713713365e-12
11,-3.749135550623617e-12
12,-4.237970588895114e-12
13,1.6560167950471771e-12
14,-4.970291322611842e-12
15,-4.4305749910341185e-12
16,-3.924856469576045e-12
17,-1.8926593690730964e-12
18,-5.230624291783039e-12
19,-4.683775069180829e-12
20,-6.452043760374337e-13
21,-1.1575406398103751e-12
22,-1.917763704458765e-13
23,-1.7255537276827937e-12
24,1.9539023177195247e-12
25,7.613315360088801e-13
26,8.56624314668139e-13
27,2.352895101246979e-12
28,5.858161178373678e-13
29,5.486167076185211e-13
30,3.4600250946244102e-12
31,4.7126712254819125e-12
32,3.5862528224850365e-12
33,3.282122212111738e-12
34,5.963451954471566e-12
35,6.9169630960430606e-12
36,7.943368185436839e-12
