Site,LocalSpin
1,5.799805080641818e-13
2,-5.128411584287562e-12
3,-1.916379679728006e-12
4,1.939660237981755e-12
5,-2.797450951746614e-12
6,-5.421812196253206e-12
7,-2.1683392928406597e-12
8,-3.782461586853733e-12
9,-1.1190779831643103e-11
10,-3.84068254630221e-12
11,-5.790606058889147e-12
12,-3.2703371261044722e-12
13,-2.0154219889805024e-11
14,-5.695092455352407e-12
15,-7.046652757830563e-14
16,-4.027332748462612e-12
17,-6.483282335469076e-12
18,1.0258986585590102e-11
19,6.206964584033769e-12
20,6.553336703591511e-12
21,-3.263279174467109e-12
22,4.463204057638531e-12
23,-2.272612160069366e-12
24,4.343502987835812e-12
25,7.928744602059626e-13
26,1.3847910396749224e-12
27,-6.595020635586496e-13
28,9.493413000161155e-13
29,-1.925164021254755e-12
30,9.303508939717493e-12
31,5.326964309683336e-12
32,3.2884848048818133e-12
33,6.0555544953433404e-12
34,1.4507894885440464e-11
35,6.387682049968646e-12
36,7.516362532378196e-12
