Site,LocalSpin
1,9.69502256253918e-14
2,4.210520820890906e-14
3,8.020459296709248e-13
4,4.752175215838594e-13
5,6.891382397586427e-13
6,2.4925894681615546e-13
7,2.620051257114925e-13
8,2.905366919270236e-13
9,-1.2648654150980432e-11
10,5.345076811713589e-12
11,-2.7056253355914502e-14
12,-2.056341208422907e-14
13,8.89826255213999e-12
14,-2.072763510309328e-12
15,-2.528870219480094e-12
16,-6.561370349992658e-13
17,3.0253921295236277e-13
18,9.212409589516579e-12
19,1.612513515181118e-13
20,-5.013176537035111e-12
21,5.390982799058364e-13
22,-2.825630354696962e-12
23,-1.4866580189121237e-14
24,-9.803141913684865e-13
25,-2.3794811047885325e-12
26,-1.2201871457673263e-12
27,1.0989924248416827e-12
28,-6.898653749275154e-13
29,1.8726686867864828e-13
30,-2.095394170675835e-14
31,4.024042282388136e-14
32,1.0032946695659462e-13
33,1.2707821669122117e-12
34,4.592685823659459e-13
35,1.0366013603047008e-13
36,4.720529522828087e-13
